carat,cut,color,clarity,depth,table,price,x,y,z
1.21,Ideal,I,VVS1,61.6,55.0,7086,6.88,6.8,4.21
0.43,Premium,G,VS1,62.2,59.0,1008,4.84,4.81,3.0
0.91,Very Good,G,VVS2,62.1,60.0,4913,6.14,6.19,3.83
1.21,Premium,G,VS2,60.3,60.0,8294,6.89,6.83,4.14
1.04,Very Good,E,SI2,60.9,59.0,4486,6.58,6.62,4.02
0.32,Good,D,SI1,63.3,57.0,589,4.36,4.39,2.77
0.32,Ideal,H,VS2,60.9,56.0,523,4.42,4.44,2.7
1.0,Very Good,E,SI2,62.4,57.0,4620,6.33,6.4,3.97
1.26,Very Good,G,VVS1,60.2,59.0,10922,6.98,7.07,4.23
1.04,Ideal,G,VS1,61.5,56.0,7294,6.53,6.57,4.03
0.41,Ideal,F,VVS2,60.6,57.0,1115,4.81,4.86,2.93
1.01,Premium,I,VVS1,62.0,59.0,4989,6.39,6.32,3.94
0.5,Very Good,G,VVS2,62.9,55.0,1904,5.05,5.09,3.19
0.3,Ideal,E,VS2,62.6,56.0,844,4.33,4.29,2.7
2.4,Ideal,J,SI1,62.7,57.0,16687,8.6,8.5,5.36
1.0,Ideal,E,SI1,62.6,56.0,4480,6.37,6.29,3.96
1.14,Premium,I,VS2,62.8,60.0,5008,6.68,6.59,4.17
0.72,Ideal,G,VS1,62.0,56.0,3540,5.74,5.78,3.57
0.6,Ideal,G,VVS1,61.5,56.0,2509,5.44,5.47,3.35
1.07,Fair,F,SI1,60.6,66.0,4554,6.65,6.46,3.97
0.52,Ideal,D,VS2,61.8,55.0,1919,5.19,5.16,3.2
0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
1.39,Premium,E,VS2,61.7,59.0,11248,7.13,7.09,4.39
0.25,Very Good,G,VVS1,63.7,54.0,451,3.98,4.03,2.55
0.37,Ideal,H,VS2,60.7,58.0,603,4.64,4.68,2.83
0.7,Good,F,SI1,64.3,62.0,1878,5.55,5.49,3.55
0.7,Premium,F,VVS2,62.6,59.0,3105,5.66,5.62,3.53
1.15,Premium,G,VS2,62.9,58.0,6955,6.7,6.62,4.19
1.13,Premium,H,SI2,59.4,58.0,4350,6.74,6.8,4.02
1.21,Premium,F,VS2,62.2,60.0,9419,6.75,6.72,4.19
0.38,Ideal,G,SI2,61.2,56.0,602,4.7,4.74,2.89
0.31,Ideal,E,VS2,62.9,56.0,872,4.33,4.29,2.71
0.4,Ideal,H,VS2,61.4,55.0,725,4.76,4.78,2.93
0.26,Very Good,H,SI1,61.9,55.0,337,4.07,4.11,2.53
0.31,Ideal,G,VVS1,62.0,55.0,789,4.34,4.37,2.7
0.37,Very Good,H,VS2,59.5,61.0,584,4.64,4.67,2.77
1.75,Premium,G,VS2,61.5,59.0,16783,7.76,7.66,4.74
0.37,Ideal,J,VS1,62.4,55.0,624,4.64,4.59,2.88
0.3,Premium,F,VS2,62.8,58.0,776,4.28,4.25,2.68
0.54,Ideal,F,VVS2,62.3,53.7,2334,5.22,5.26,3.26
2.0,Premium,G,SI2,59.1,59.0,12521,8.2,8.14,4.83
0.58,Ideal,G,VS2,61.1,55.0,1641,5.45,5.42,3.32
1.57,Ideal,I,SI1,62.2,56.0,10633,7.42,7.47,4.63
0.38,Premium,D,SI1,59.1,58.0,815,4.77,4.74,2.81
0.34,Very Good,E,SI1,59.6,57.0,596,4.52,4.61,2.72
1.05,Premium,I,I1,61.8,56.0,2339,6.53,6.48,4.02
0.7,Fair,I,VS2,64.7,60.0,2117,5.55,5.49,3.57
0.7,Premium,F,SI2,60.6,57.0,1806,5.81,5.74,3.5
1.04,Very Good,F,SI1,59.7,59.0,5152,6.67,6.56,3.95
0.41,Premium,G,VS2,60.9,58.0,827,4.8,4.83,2.93
0.72,Ideal,G,VS1,61.3,56.0,3478,5.75,5.8,3.54
1.5,Premium,I,VS2,62.3,60.0,9479,7.25,7.19,4.5
2.01,Fair,F,SI1,58.6,95.0,13387,8.32,8.31,4.87
1.0,Premium,D,SI1,61.3,61.0,5880,6.52,6.39,3.96
1.22,Ideal,H,VS1,62.3,55.0,7418,6.8,6.84,4.25
0.55,Ideal,F,VS2,60.9,57.0,1702,5.3,5.34,3.24
1.56,Ideal,F,SI1,61.2,57.0,11148,7.52,7.48,4.59
0.3,Premium,I,VS1,62.9,59.0,608,4.3,4.22,2.68
0.71,Very Good,I,VS2,59.5,57.0,2111,5.85,5.88,3.49
0.32,Ideal,G,SI1,62.5,55.0,612,4.38,4.35,2.73
0.3,Ideal,E,VS1,61.6,55.0,857,4.34,4.36,2.68
1.0,Ideal,I,SI1,59.8,57.0,4125,6.44,6.5,3.87
2.26,Very Good,D,SI2,61.6,61.0,18028,8.47,8.38,5.19
0.77,Very Good,G,VVS1,62.7,54.0,3966,5.84,5.89,3.67
0.32,Good,G,VS1,60.8,62.0,548,4.4,4.45,2.69
1.01,Fair,F,SI2,66.7,64.0,3597,6.14,6.05,4.06
0.51,Ideal,G,VS1,61.6,54.0,1599,5.16,5.19,3.19
0.55,Ideal,F,VS2,61.4,57.0,1865,5.29,5.25,3.24
1.03,Premium,E,VS1,61.4,58.0,7677,6.52,6.58,4.02
0.4,Premium,H,VS1,62.4,60.0,807,4.69,4.74,2.94
0.53,Ideal,G,VVS2,61.4,57.0,2250,5.17,5.2,3.18
0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34
0.91,Premium,J,VS2,61.6,58.0,3058,6.28,6.23,3.85
1.36,Good,E,SI2,58.0,64.0,6397,7.26,7.19,4.19
0.51,Good,F,SI1,64.1,58.0,1274,5.03,5.02,3.22
1.05,Ideal,F,SI1,62.0,55.0,5457,6.5,6.54,4.04
0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76
0.31,Premium,E,VS2,61.8,59.0,872,4.37,4.3,2.68
2.4,Ideal,J,SI1,60.6,57.0,16274,8.62,8.76,5.26
1.01,Premium,H,VS1,61.1,58.0,5416,6.45,6.48,3.95
0.7,Ideal,H,VS2,61.2,57.0,3145,5.73,5.77,3.52
0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
0.71,Good,I,VVS1,63.8,56.0,2549,5.65,5.7,3.62
0.31,Very Good,D,SI1,63.5,57.0,732,4.32,4.28,2.73
0.54,Ideal,E,VS1,62.6,55.0,1823,5.22,5.2,3.26
0.3,Ideal,F,VS2,61.6,56.0,573,4.3,4.33,2.66
0.43,Very Good,E,VS2,62.8,56.0,981,4.79,4.86,3.03
1.06,Very Good,E,SI1,61.4,58.0,5090,6.53,6.62,4.04
0.42,Premium,E,SI1,60.0,61.0,953,4.88,4.85,2.92
1.33,Premium,I,VS1,61.5,58.0,7090,7.06,7.02,4.33
0.32,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71
0.52,Ideal,G,SI2,61.5,56.0,1170,5.15,5.19,3.18
1.22,Ideal,H,VS2,61.3,56.0,8596,6.85,6.88,4.21
0.3,Premium,E,VS2,61.9,61.0,844,4.32,4.28,2.66
0.39,Ideal,F,VVS2,61.3,56.0,988,4.73,4.77,2.91
1.14,Ideal,G,VVS1,61.1,58.0,10933,6.74,6.77,4.13
0.3,Premium,E,VS2,62.0,59.0,658,4.27,4.31,2.66
0.71,Premium,E,SI1,60.3,60.0,2674,5.77,5.74,3.47
0.51,Very Good,I,SI1,62.5,58.0,1068,5.05,5.12,3.18
1.23,Ideal,H,VS1,60.6,57.0,7803,6.94,6.98,4.22
1.04,Ideal,I,SI2,61.9,56.0,3553,6.51,6.45,4.02
1.01,Very Good,G,VS2,62.7,61.0,5747,6.32,6.35,3.97
0.56,Premium,F,SI2,60.4,60.0,1286,5.35,5.32,3.22
0.5,Very Good,E,VS1,62.7,56.0,1675,5.09,5.12,3.2
0.74,Ideal,G,VS2,62.9,54.0,2723,5.81,5.78,3.64
0.4,Fair,G,VS1,57.1,64.0,798,4.88,4.9,2.79
1.04,Premium,F,VVS2,62.5,58.0,8946,6.46,6.37,4.01
0.3,Good,H,SI2,63.2,55.0,378,4.26,4.29,2.7
1.56,Very Good,I,VS1,58.2,59.0,10523,7.65,7.7,4.47
1.52,Ideal,H,VS2,62.4,58.0,11272,7.3,7.37,4.58
1.27,Ideal,I,SI1,62.4,56.0,5690,6.95,6.9,4.32
1.26,Very Good,F,SI2,63.4,55.0,5998,6.92,6.9,4.38
0.33,Ideal,G,VVS1,61.8,55.0,838,4.47,4.5,2.77
0.57,Very Good,I,VS2,62.2,55.0,1267,5.33,5.34,3.32
0.64,Premium,D,VS2,60.9,59.0,2243,5.6,5.63,3.42
0.36,Very Good,F,VVS2,61.6,55.0,872,4.58,4.6,2.83
1.52,Premium,D,SI2,62.8,58.0,8631,7.37,7.28,4.6
1.61,Very Good,E,SI2,62.6,60.0,10293,7.39,7.49,4.66
2.32,Ideal,J,VS1,62.5,54.5,17891,8.44,8.47,5.28
1.04,Very Good,H,VS2,60.9,58.0,5447,6.5,6.6,3.99
0.33,Very Good,E,VS2,62.8,56.0,723,4.41,4.45,2.78
1.04,Premium,E,VS2,61.1,59.0,7175,6.56,6.54,4.0
0.94,Premium,E,SI2,62.4,58.0,4098,6.26,6.33,3.93
1.07,Very Good,G,VS2,62.9,59.0,6525,6.49,6.52,4.09
0.42,Ideal,G,VS1,62.5,54.0,921,4.79,4.84,3.01
0.3,Premium,G,VS1,59.6,59.0,605,4.34,4.38,2.6
0.27,Ideal,I,VS2,62.1,56.0,534,4.14,4.18,2.58
0.37,Premium,F,SI1,62.4,59.0,791,4.6,4.56,2.86
1.0,Good,D,SI1,61.9,65.0,5005,6.31,6.36,3.92
0.41,Ideal,E,VS1,61.5,56.0,1007,4.77,4.79,2.94
1.08,Ideal,G,SI2,61.9,58.0,4675,6.55,6.57,4.06
0.3,Premium,E,SI2,62.7,59.0,540,4.26,4.22,2.66
0.5,Premium,F,SI1,62.4,57.0,1838,5.13,5.1,3.19
2.44,Very Good,J,SI1,62.9,53.0,17472,8.58,8.62,5.41
0.5,Good,G,IF,64.0,55.0,2081,5.08,5.05,3.24
0.52,Very Good,H,VS1,63.5,58.0,1572,5.08,5.13,3.24
0.7,Very Good,G,VS1,61.6,57.0,3127,5.69,5.73,3.52
0.54,Ideal,F,VS1,60.9,56.0,1814,5.31,5.27,3.22
1.59,Ideal,J,SI1,62.4,55.0,8325,7.48,7.45,4.66
0.7,Premium,H,SI1,60.0,60.0,2331,5.79,5.72,3.5
1.7,Ideal,D,SI2,60.7,56.0,8911,7.78,7.71,4.7
0.41,Ideal,E,VS1,61.3,55.0,990,4.8,4.83,2.95
0.72,Very Good,E,SI2,62.3,58.0,2252,5.7,5.76,3.57
0.38,Premium,E,VVS1,61.9,58.0,1267,4.62,4.66,2.87
0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
0.72,Very Good,F,SI2,60.4,59.0,2158,5.8,5.83,3.51
1.5,Good,G,SI2,64.3,57.0,8190,7.29,7.2,4.66
0.4,Good,G,SI1,63.3,58.0,655,4.66,4.69,2.96
0.9,Good,D,SI1,63.6,63.0,3689,6.07,6.03,3.85
0.35,Ideal,G,VS1,61.9,55.0,706,4.51,4.53,2.8
0.23,Good,E,VVS1,56.3,62.0,498,4.1,4.11,2.31
0.9,Fair,F,SI1,65.3,61.0,3326,6.0,5.95,3.9
0.39,Ideal,J,VS2,61.4,57.0,581,4.66,4.72,2.88
0.33,Ideal,E,VS2,62.3,55.0,723,4.43,4.46,2.77
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68
0.9,Very Good,F,SI2,63.0,56.0,3368,6.09,6.16,3.86
1.01,Very Good,I,SI1,62.1,58.0,3888,6.38,6.44,3.98
1.52,Very Good,G,SI1,62.5,58.0,10150,7.26,7.3,4.55
0.33,Ideal,G,VVS2,60.4,57.0,761,4.48,4.52,2.72
0.31,Ideal,F,IF,61.4,56.0,1168,4.4,4.43,2.71
0.41,Ideal,E,VS2,61.8,57.0,999,4.78,4.76,2.95
1.5,Very Good,D,VS1,60.2,59.0,15600,7.3,7.36,4.41
0.92,Good,E,SI2,61.8,59.0,3744,6.11,6.19,3.8
0.51,Ideal,F,VVS2,61.2,56.0,2203,5.19,5.17,3.17
0.31,Ideal,H,VVS1,61.8,57.0,707,4.32,4.35,2.68
0.33,Ideal,F,IF,60.8,55.0,1240,4.49,4.53,2.74
1.23,Premium,F,VS2,62.9,58.0,8486,6.82,6.76,4.27
0.26,Very Good,E,VS1,60.7,59.0,453,4.09,4.12,2.49
0.3,Ideal,G,VVS1,62.0,55.0,1013,4.34,4.31,2.68
0.7,Ideal,J,SI1,60.3,57.0,2096,5.75,5.79,3.48
0.54,Premium,F,SI1,62.3,58.0,1693,5.26,5.2,3.26
0.4,Premium,F,VS2,59.7,58.0,842,4.79,4.83,2.87
1.51,Good,I,SI1,63.9,59.0,9069,7.18,7.26,4.61
1.57,Ideal,I,VS2,60.4,58.0,10964,7.55,7.59,4.57
0.34,Very Good,I,SI1,61.8,57.0,447,4.46,4.51,2.77
0.71,Good,D,SI1,56.8,62.0,2450,5.93,5.89,3.37
0.6,Premium,E,SI1,60.0,57.0,1698,5.52,5.48,3.3
0.58,Premium,E,SI1,60.6,56.0,1949,5.42,5.38,3.27
1.2,Ideal,H,SI1,61.2,60.0,6569,6.87,6.82,4.19
0.71,Very Good,J,VS2,59.0,61.0,1922,5.81,5.85,3.44
0.37,Premium,E,VS2,59.5,59.0,1041,4.71,4.64,2.78
1.02,Ideal,F,VS1,61.5,56.0,7916,6.47,6.5,3.99
0.57,Ideal,G,VS1,60.3,57.0,1876,5.4,5.42,3.26
0.64,Ideal,G,VVS2,61.8,54.0,2587,5.53,5.56,3.42
1.0,Good,I,SI1,63.8,58.0,3850,6.28,6.32,4.02
0.4,Good,F,SI1,63.6,59.0,869,4.67,4.64,2.96
1.01,Premium,G,VVS2,63.0,59.0,7366,6.38,6.25,3.98
0.54,Good,D,SI1,64.1,55.0,1619,5.15,5.11,3.29
2.03,Premium,J,SI2,62.7,59.0,12531,8.08,8.02,5.05
0.4,Premium,E,VS1,61.2,59.0,1053,4.72,4.76,2.9
0.7,Premium,H,VVS2,61.0,62.0,2644,5.72,5.66,3.47
0.9,Ideal,E,VVS2,62.8,54.0,7286,6.11,6.21,3.87
0.51,Ideal,E,SI1,61.4,56.0,1732,5.14,5.16,3.16
2.04,Very Good,J,VS2,59.9,59.0,12095,8.25,8.32,4.96
0.52,Ideal,E,VS2,62.6,57.0,1689,5.09,5.17,3.21
0.82,Ideal,F,SI2,62.3,56.0,2867,6.02,5.96,3.73
1.01,Ideal,G,VS2,62.4,56.0,5946,6.42,6.39,4.0
0.73,Ideal,D,VS2,62.0,56.0,3440,5.74,5.78,3.57
0.32,Ideal,G,IF,61.8,55.0,954,4.41,4.43,2.73
0.7,Premium,D,SI2,59.8,59.0,1806,5.75,5.72,3.43
1.74,Premium,I,VS2,58.6,59.0,12168,7.99,7.87,4.65
1.04,Premium,E,SI2,59.2,58.0,4484,6.64,6.7,3.95
0.73,Ideal,I,VS1,62.1,55.8,2302,5.77,5.81,3.6
0.88,Ideal,D,SI2,62.2,56.0,3962,6.12,6.16,3.82
0.83,Very Good,F,SI1,63.1,58.0,3118,5.98,5.94,3.76
1.2,Premium,E,VS2,62.2,59.0,8602,6.82,6.78,4.23
0.51,Very Good,G,SI1,63.0,53.0,1220,5.1,5.13,3.22
0.41,Premium,G,VS2,59.7,59.0,1061,4.84,4.81,2.88
1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16
1.32,Premium,H,VVS2,61.3,58.0,6520,7.05,7.01,4.31
0.3,Very Good,E,IF,60.1,60.0,1026,4.3,4.32,2.59
0.79,Very Good,E,SI1,63.2,56.0,3053,5.91,5.83,3.71
1.29,Ideal,F,SI2,61.9,55.0,7126,6.95,7.01,4.32
0.38,Ideal,E,VVS1,62.6,56.0,1327,4.64,4.6,2.89
0.33,Ideal,G,IF,61.9,56.0,925,4.43,4.47,2.75
1.2,Very Good,F,VVS2,62.9,59.0,10891,6.72,6.76,4.24
2.02,Premium,F,SI2,61.0,59.0,11962,8.2,8.13,4.98
0.55,Premium,E,VS2,58.1,62.0,1708,5.46,5.38,3.15
0.56,Very Good,E,VS1,61.9,57.0,2037,5.29,5.31,3.28
0.33,Very Good,G,VS1,61.0,57.0,652,4.46,4.49,2.72
0.54,Very Good,F,SI1,61.2,55.0,1346,5.23,5.29,3.22
0.61,Ideal,E,VS2,61.8,56.0,2556,5.42,5.46,3.36
0.3,Ideal,E,VVS2,62.3,57.0,766,4.29,4.32,2.68
0.52,Ideal,F,VS1,62.3,55.0,1778,5.16,5.21,3.23
0.3,Ideal,E,VS2,62.3,57.0,844,4.32,4.29,2.68
0.35,Ideal,G,VS1,62.5,55.0,906,4.55,4.51,2.83
1.32,Very Good,H,SI1,62.3,58.0,7389,6.96,7.0,4.35
0.33,Ideal,E,SI1,61.6,55.0,702,4.47,4.49,2.76
0.51,Very Good,H,VS1,63.4,57.0,1437,5.09,5.06,3.22
0.43,Ideal,G,VVS1,61.4,55.0,1207,4.86,4.91,3.0
0.32,Very Good,I,VS2,62.8,58.0,449,4.33,4.37,2.73
0.7,Ideal,D,VS2,61.6,58.0,3092,5.66,5.7,3.5
1.26,Premium,I,VS2,61.0,59.0,5983,6.97,6.91,4.23
0.7,Fair,J,VVS1,67.6,54.0,1691,5.56,5.41,3.71
0.47,Ideal,G,VVS1,61.6,56.0,1421,4.99,5.05,3.09
0.51,Ideal,G,SI1,61.6,56.0,1281,5.19,5.14,3.18
0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
0.52,Ideal,G,VVS2,61.8,57.0,2012,5.19,5.14,3.19
2.09,Ideal,G,SI2,62.5,57.0,11119,8.21,8.14,5.11
0.51,Ideal,D,VS2,60.9,56.0,1787,5.16,5.19,3.15
1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66
2.36,Ideal,I,SI2,60.8,54.0,11238,8.68,8.57,5.24
0.24,Ideal,G,VS1,62.3,57.0,436,3.99,4.02,2.49
0.3,Very Good,D,VS2,62.0,59.0,710,4.22,4.27,2.63
1.2,Ideal,G,VS1,62.3,56.0,8442,6.77,6.82,4.23
1.01,Very Good,E,SI2,63.4,58.0,3801,6.43,6.34,4.05
0.42,Very Good,H,VS2,62.1,54.0,755,4.81,4.84,2.99
0.31,Ideal,H,IF,61.2,56.0,789,4.36,4.4,2.68
0.56,Premium,E,VS2,61.8,56.0,1915,5.31,5.28,3.27
1.21,Premium,D,SI2,62.2,60.0,5997,6.83,6.8,4.24
0.3,Ideal,E,VVS2,62.3,56.0,766,4.28,4.32,2.68
0.9,Premium,I,SI1,61.8,58.0,3121,6.26,6.2,3.85
1.61,Ideal,F,VS2,62.9,56.0,15426,7.52,7.46,4.71
0.52,Ideal,E,VS2,61.7,56.0,1888,5.16,5.21,3.2
1.07,Good,G,SI1,63.1,59.0,4861,6.45,6.49,4.08
1.0,Good,D,VS1,57.8,61.0,7500,6.62,6.56,3.81
0.8,Premium,G,SI1,63.0,59.0,2760,5.9,5.81,3.69
1.09,Ideal,F,SI2,62.0,56.0,5306,6.62,6.58,4.09
0.34,Good,E,SI1,63.5,55.0,556,4.44,4.47,2.83
1.0,Good,F,VS2,61.1,61.0,6841,6.38,6.45,3.92
0.71,Very Good,E,VS1,61.8,56.0,3059,5.74,5.78,3.56
1.52,Premium,I,SI1,60.5,60.0,8694,7.4,7.48,4.5
0.56,Ideal,E,VS1,61.8,56.0,2117,5.33,5.28,3.28
0.33,Ideal,E,VS2,62.0,56.0,723,4.46,4.48,2.77
0.31,Premium,D,SI1,61.4,58.0,732,4.36,4.33,2.67
0.51,Premium,F,VS2,60.1,59.0,1574,5.2,5.18,3.12
0.41,Premium,E,VVS1,62.9,59.0,1431,4.76,4.72,2.98
0.7,Very Good,E,VS2,60.2,57.0,2593,5.77,5.82,3.49
0.65,Ideal,J,SI1,62.1,54.0,1214,5.56,5.59,3.46
0.4,Ideal,E,VVS2,62.1,56.0,1238,4.73,4.7,2.93
0.34,Premium,I,SI1,59.2,61.0,574,4.58,4.57,2.71
1.0,Good,E,SI2,63.7,61.0,3889,6.32,6.27,4.01
1.02,Good,F,SI2,63.8,53.0,4162,6.37,6.46,4.09
0.51,Ideal,F,VS1,61.7,55.0,2085,5.14,5.17,3.18
1.1,Ideal,F,VS1,61.5,55.0,8796,6.69,6.64,4.1
0.31,Ideal,G,IF,61.6,55.0,891,4.37,4.39,2.7
0.67,Ideal,G,VVS1,62.4,55.0,2577,5.6,5.62,3.5
0.41,Ideal,H,VS1,61.9,56.0,1061,4.78,4.75,2.95
0.51,Good,G,VVS2,63.4,57.0,1800,5.06,5.09,3.22
2.7,Very Good,H,SI2,63.1,56.0,14341,8.84,8.78,5.56
0.71,Very Good,I,SI1,61.9,58.0,1898,5.66,5.69,3.51
0.32,Ideal,F,VVS2,61.3,56.0,1002,4.42,4.45,2.72
1.14,Ideal,G,VS2,62.0,55.0,7371,6.68,6.77,4.17
1.07,Ideal,F,SI2,61.2,57.0,4128,6.62,6.59,4.04
1.08,Good,G,SI2,63.2,57.0,4241,6.5,6.54,4.12
2.03,Good,J,VVS2,63.2,60.0,15898,7.88,7.94,5.0
1.23,Premium,G,VVS2,59.6,59.0,8810,6.95,6.98,4.15
0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
1.71,Ideal,G,VVS2,62.1,55.0,18599,7.63,7.66,4.75
0.3,Ideal,G,VVS2,62.7,57.0,878,4.29,4.26,2.68
1.2,Premium,H,SI1,62.2,59.0,5822,6.79,6.71,4.2
1.21,Premium,G,VS1,62.7,58.0,8774,6.85,6.76,4.27
0.76,Good,I,SI1,64.1,59.0,1914,5.73,5.75,3.68
1.0,Premium,E,SI1,60.7,59.0,5544,6.41,6.38,3.88
0.59,Ideal,G,VVS2,62.7,56.0,2125,5.33,5.36,3.35
1.33,Premium,F,SI2,59.9,58.0,6790,7.17,7.13,4.28
0.38,Premium,H,VS2,63.0,56.0,898,4.61,4.57,2.89
0.41,Ideal,F,VS2,61.0,57.0,863,4.76,4.81,2.92
1.05,Premium,E,VVS2,59.6,60.0,9858,6.61,6.58,3.93
0.59,Ideal,E,VVS2,62.0,55.0,2643,5.36,5.41,3.34
1.22,Ideal,E,SI2,62.7,57.0,6343,6.84,6.81,4.28
0.32,Premium,E,SI1,60.2,60.0,720,4.44,4.39,2.66
0.34,Premium,I,VVS1,60.5,59.0,803,4.54,4.48,2.73
0.72,Ideal,G,VS1,60.3,57.0,3478,5.82,5.86,3.52
1.02,Premium,I,SI2,62.0,59.0,3856,6.45,6.42,3.99
0.32,Very Good,H,SI2,60.4,59.0,393,4.39,4.42,2.66
0.55,Premium,E,VS2,60.5,58.0,1881,5.32,5.26,3.2
0.71,Very Good,J,SI1,61.0,61.0,1760,5.66,5.71,3.47
1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93
0.25,Ideal,G,VS2,61.4,57.0,459,4.08,4.1,2.51
0.42,Ideal,H,SI1,62.2,57.0,700,4.78,4.8,2.98
0.39,Premium,J,VS1,61.0,62.0,790,4.71,4.66,2.86
0.31,Good,G,VVS2,63.2,58.0,707,4.26,4.32,2.71
0.4,Very Good,D,VVS2,62.0,61.0,1128,4.7,4.72,2.92
1.24,Premium,G,VS1,62.0,55.0,8449,6.95,6.89,4.29
0.37,Very Good,H,SI1,62.6,63.0,613,4.6,4.5,2.85
2.23,Premium,J,SI1,62.4,59.0,14258,8.36,8.33,5.21
1.71,Very Good,J,VS2,62.6,55.0,9170,7.58,7.65,4.77
0.26,Ideal,H,IF,62.1,55.0,545,4.09,4.13,2.55
2.01,Premium,E,SI2,62.6,58.0,14502,8.01,7.93,4.99
0.25,Premium,E,VS1,61.5,60.0,558,4.04,4.02,2.48
0.32,Premium,H,VS2,60.7,60.0,505,4.39,4.41,2.67
0.31,Premium,H,VVS1,61.8,59.0,786,4.36,4.32,2.68
0.3,Good,E,SI1,63.6,57.0,675,4.24,4.22,2.69
0.43,Very Good,I,IF,61.0,56.0,998,4.9,4.93,3.0
0.75,Very Good,E,SI1,61.1,59.0,3005,5.85,5.9,3.59
0.5,Premium,F,SI1,62.2,59.0,1250,5.07,5.03,3.14
0.33,Ideal,G,VVS1,62.3,55.0,1040,4.44,4.42,2.76
0.51,Ideal,G,VS1,62.7,56.0,1781,5.1,5.08,3.19
0.72,Ideal,F,VS1,61.7,56.0,3759,5.75,5.78,3.56
0.36,Ideal,G,VVS1,60.9,57.0,1080,4.63,4.57,2.8
1.5,Fair,F,VS2,65.3,57.0,13853,7.15,7.12,4.66
1.27,Very Good,F,SI2,61.0,61.0,5330,6.95,7.01,4.26
0.31,Very Good,H,VS2,60.5,63.0,489,4.33,4.37,2.63
1.12,Premium,D,SI2,58.2,60.0,5107,6.9,6.81,3.99
1.5,Premium,F,VS1,60.2,59.0,16783,7.41,7.37,4.45
0.41,Very Good,E,VS2,63.3,56.0,910,4.71,4.74,2.99
1.02,Premium,G,VVS2,62.6,59.0,7602,6.41,6.46,4.03
0.44,Premium,E,VVS2,60.0,59.0,1334,4.99,4.95,2.98
0.8,Premium,H,SI1,62.5,59.0,2553,5.96,5.91,3.71
1.0,Premium,F,SI1,62.8,59.0,4939,6.36,6.32,3.98
0.31,Ideal,D,VVS2,62.2,54.0,840,4.34,4.38,2.71
0.41,Ideal,I,VS1,60.9,53.0,755,4.8,4.85,2.94
0.53,Ideal,E,VS2,61.3,55.0,1739,5.22,5.25,3.21
0.96,Very Good,G,SI1,62.0,59.0,4136,6.26,6.32,3.9
0.5,Fair,F,SI1,65.1,59.0,994,5.01,4.92,3.23
1.52,Premium,H,SI1,60.1,60.0,10330,7.47,7.45,4.48
1.21,Very Good,I,SI1,62.9,55.0,5452,6.69,6.76,4.23
1.01,Good,E,SI2,63.3,58.0,4355,6.37,6.39,4.04
1.14,Premium,J,SI1,62.4,59.0,3792,6.7,6.62,4.16
0.7,Good,I,VS2,63.9,65.0,2268,5.6,5.56,3.56
0.54,Ideal,D,VS2,61.1,56.0,1672,5.23,5.27,3.21
0.7,Ideal,G,SI1,61.9,56.0,2414,5.66,5.71,3.52
1.5,Ideal,H,VS2,62.2,57.0,10886,7.33,7.27,4.54
0.33,Ideal,E,VS2,61.9,54.0,928,4.47,4.42,2.75
0.33,Ideal,D,VS2,62.1,54.0,1002,4.46,4.43,2.76
0.3,Premium,D,SI1,61.7,59.0,552,4.28,4.31,2.65
0.31,Premium,G,SI1,61.5,59.0,593,4.38,4.34,2.68
1.01,Ideal,I,SI2,62.8,57.0,4244,6.36,6.41,4.01
0.74,Premium,I,VS1,62.9,57.0,2193,5.79,5.76,3.63
0.74,Very Good,J,VS1,62.7,58.0,2170,5.75,5.8,3.62
1.31,Very Good,G,SI2,63.4,58.0,4714,6.91,6.8,4.35
0.39,Good,F,VS1,62.8,61.0,847,4.63,4.67,2.92
1.19,Very Good,H,VS2,61.1,58.0,6086,6.81,6.83,4.17
0.73,Premium,F,VS2,58.9,60.0,2446,5.9,5.81,3.45
1.04,Good,H,I1,63.9,58.0,3203,6.35,6.42,4.08
1.01,Good,E,VVS2,63.9,58.0,8415,6.31,6.37,4.05
0.3,Premium,G,VVS1,61.3,58.0,945,4.33,4.29,2.64
0.44,Ideal,H,VVS1,61.1,57.0,1124,4.87,4.92,2.99
0.31,Ideal,D,SI1,60.8,56.0,732,4.37,4.32,2.64
1.01,Good,G,VS1,63.8,57.0,6759,6.35,6.38,4.06
0.5,Very Good,D,SI1,63.5,57.0,1337,5.04,5.1,3.22
0.3,Premium,D,VS2,61.7,58.0,710,4.3,4.32,2.66
0.78,Ideal,F,SI2,60.6,55.0,2365,5.99,6.0,3.63
